NlmUniqueID	Title	MedlineTA	Country	Place	Publisher	PublicationFirstYear	PublicationEndYear	Frequency	ISSN-Electronic	ISSN-Print	ISSN-Linking	Language	TitleContinuationYN	IndexingStartDate	CurrentlyIndexedYN	IndexOnlineYN	IndexingSubset	IndexingSelectedURL	ReportedMedlineYN	ISSN	sherpa_oa	embargo	sherpa_oa_green	additional_oa_fee	sherpa_oa_hybrid	title_sherpa	issne_sherpa	issnp_sherpa	url	publisher_id	publisher_country	publisher_type	publisher_url	publisher_name	sherpa_id	sherpa_uri	ISSN_old_x	DOAJ_pissn	ISSN_old_y	DOAJ_title	DOAJ_eissn	DOAJ_Seal	DOAJ_date	DOAJ_year	DOAJ
101732442	Endocrinology, diabetes & metabolism	Endocrinol Diabetes Metab	England	[Oxford]	John Wiley & Sons Ltd.	2017			2398-9238		2398-9238	eng	N	2021.0	Y	Y	IM	https://onlinelibrary.wiley.com/journal/23989238	Y	2398-9238																	2398-9238	2398-9238		Endocrinology, Diabetes & Metabolism	2398-9238	No	2018-05-29T14:02:25Z	2018	yes
101554139	Endocrinology and metabolism (Seoul, Korea)	Endocrinol Metab (Seoul)	Korea (South)	Seoul	Korean Endocrine Society	2010		Bimonthly,	2093-5978	2093-596X	2093-596X	eng	N	2019.0	Y	Y	IM	https://www.e-enm.org/	Y	2093-5978																	2093-5978	2093-5978		Endocrinology and Metabolism	2093-5978	No	2016-09-28T11:50:22Z	2016	yes
0370674	Endokrynologia Polska	Endokrynol Pol	Poland	Gdańsk	Via Medica	1950		Bimonthly,	2299-8306	0423-104X	0423-104X	eng	N	1965.0	Y	Y	IM	http://www.endokrynologia.polska.viamedica.pl/	Y	2299-8306																	2299-8306	2299-8306		Endokrynologia Polska	2299-8306	No	2016-03-04T11:24:18Z	2016	yes
9609642	Environmental health and preventive medicine	Environ Health Prev Med	England	London	BioMed Central	1996		Bimonthly,	1347-4715	1342-078X	1342-078X	eng	N	2011.0	Y	Y	IM	https://link.springer.com/journal/12199	Y	1347-4715																	1347-4715	1347-4715		Environmental Health and Preventive Medicine	1347-4715	No	2018-04-23T08:30:40Z	2018	yes
101248287	Epidemiologia e serviços de saúde : revista do Sistema Unico de Saúde do Brasil	Epidemiol Serv Saude	Brazil	Brasília, DF	Secretaria de Vigilância em Saúde do Ministério da Saúde	2003		Quarterly	2237-9622	1679-4974	1679-4974	por	N	2016.0	Y	Y	IM	http://www.scielo.br/scielo.php?script=sci_issues&pid=2237-9622&lng=en&nrm=iso	Y	2237-9622																	2237-9622	2237-9622		Epidemiologia e Serviços de Saúde	2237-9622	No	2016-12-23T10:37:33Z	2016	yes
101224773	Ethiopian journal of health sciences	Ethiop J Health Sci	Ethiopia	Jimma, Ethiopia	Research and Publications Office of Jimma University	1998		Semiannual	2413-7170	1029-1857	1029-1857	eng	N	2013.0	Y	Y	IM	http://www.ncbi.nlm.nih.gov/pmc/journals/1611/	Y	2413-7170																	2413-7170	2413-7170		Ethiopian Journal of Health Sciences	2413-7170	No	2016-11-21T11:15:56Z	2016	yes
9717360	European review for medical and pharmacological sciences	Eur Rev Med Pharmacol Sci	Italy	Rome	Verduci	1997		Biweekly,	2284-0729	1128-3602	1128-3602	eng	Y	1997.0	Y	Y	IM	http://www.europeanreview.org/	Y	2284-0729																	2284-0729	2284-0729		European Review for Medical and Pharmacological Sciences	2284-0729	No	2021-08-05T14:34:35Z	2021	yes
8502651	Folia histochemica et cytobiologica	Folia Histochem Cytobiol	Poland	Gdańsk	Polish Histochemical and Cytochemical Society at VM Media	1984		Quarterly	1897-5631	0239-8508	0239-8508	eng	N	1984.0	Y	Y	IM	http://czasopisma.viamedica.pl/fhc/issue/archive	Y	1897-5631																	1897-5631	1897-5631		Folia Histochemica et Cytobiologica	1897-5631	No	2008-01-22T11:35:26Z	2008	yes
0010333	Gaceta médica de México	Gac Med Mex	Mexico	México	Unidad de Congresos del Centro Médico Nacional.	1864		Bimonthly		0016-3813	0016-3813	spa	N	1964.0	Y	Y	IM	https://www.gacetamedicademexico.com/	Y	0016-3813																		0016-3813	2696-1288	Gaceta Médica de México	2696-1288	No	2021-03-26T14:11:14Z	2021	yes
9607822	Genes & genetic systems	Genes Genet Syst	Japan	Mishima, Shizuoka, Japan	Genetics Society of Japan	1996		Bimonthly	1880-5779	1341-7568	1341-7568	eng	Y	1996.0	Y	Y	IM	https://www.jstage.jst.go.jp/browse/ggs	Y	1880-5779																	1880-5779	1880-5779		Genes & Genetic Systems	1880-5779	No	2021-03-02T11:40:13Z	2021	yes
0073210	Ghana medical journal	Ghana Med J	Ghana	Accra	Ghana Medical Association	1962		Quarterly	2616-163X	0016-9560	0016-9560	eng	N	1971.0	Y	Y	IM	http://preview.ncbi.nlm.nih.gov/pmc/journals/444/	Y	2616-163X																	2616-163X	2616-163X		Ghana Medical Journal	2616-163X	No	2019-04-23T20:14:44Z	2019	yes
101624414	Global health, science and practice	Glob Health Sci Pract	United States	Baltimore, MD	U.S. Agency for International Development and Johns Hopkins Bloomberg School of Public Health, Center for Communication Programs	2013		Quarterly	2169-575X		2169-575X	eng	N	2014.0	Y	Y	IM	http://www.ncbi.nlm.nih.gov/pmc/journals/2551/	Y	2169-575X																	2169-575X	2169-575X		Global Health: Science and Practice Journal	2169-575X	No	2013-10-25T16:17:40Z	2013	yes
101712185	Health literacy research and practice	Health Lit Res Pract	United States	Thorofare, NJ	Slack Incorporated	2017		Four issues a year	2474-8307	2475-6024	2474-8307	eng	N	2019.0	Y	Y	IM	https://www.healio.com/public-health/journals/hlrp	Y	2474-8307																	2474-8307	2474-8307		Health Literacy Research and Practice	2474-8307	No	2019-08-14T11:55:00Z	2019	yes
101648506	Health promotion and chronic disease prevention in Canada : research, policy and practice	Health Promot Chronic Dis Prev Can	Canada	Ottawa, Ontario	Public Health Agency of Canada = Agence de la santé publique du Canada	2015		Monthly	2368-738X		2368-738X	eng	Y	2015.0	Y	Y	IM	http://www.phac-aspc.gc.ca/publicat/cdic-mcc/index-eng.php	Y	2368-738X																	2368-738X	2368-738X		Health Promotion and Chronic Disease Prevention in Canada	2368-738X	No	2017-05-16T11:24:31Z	2017	yes
101468532	Hematology/oncology and stem cell therapy	Hematol Oncol Stem Cell Ther	England	Oxford	Elsevier	2008		Quarterly		1658-3876		eng	N	2008.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/16583876	Y	1658-3876																		1658-3876	2589-0646	Hematology/Oncology and Stem Cell Therapy	2589-0646	No	2019-01-23T13:28:24Z	2019	yes
9513999	História, ciências, saúde--Manguinhos	Hist Cienc Saude Manguinhos	Brazil	Rio De Janeiro	Casa De Oswaldo Cruz	1994		Three no. a year	1678-4758	0104-5970	0104-5970	por	N	1994.0	Y	Y	QIS	http://www.scielo.br/scielo.php?script=sci_serial&pid=0104-5970&lng=en&nrm=iso	Y	1678-4758																	1678-4758	1678-4758		História, Ciências, Saúde: Manguinhos	1678-4758	No	2016-11-21T08:03:59Z	2016	yes
101202210	Human genomics	Hum Genomics	England	London	BioMed Central	2003		Quarterly,	1479-7364	1473-9542	1473-9542	eng	N	2003.0	Y	Y	IM	http://www.humgenomics.com/	Y	1479-7364																	1479-7364	1479-7364		Human Genomics	1479-7364	No	2012-09-21T10:53:32Z	2012	yes
101158091	International braz j urol : official journal of the Brazilian Society of Urology	Int Braz J Urol	Brazil	Rio de Janerio, RJ, Brazil	Brazilian Society of Urology	2002		Bimonthly	1677-6119	1677-5538	1677-5538	eng	N	2004.0	Y	Y	IM	http://www.intbrazjurol.com.br/	Y	1677-6119																	1677-6119	1677-6119		International Brazilian Journal of Urology	1677-6119	No	2004-04-23T21:31:00Z	2004	yes
100958373	International maritime health	Int Marit Health	Poland	Gdańsk	Via Medica Media sp. zo.o. VM	1999		Quarterly	2081-3252	1641-9251	1641-9251	eng	Y	1999.0	Y	Y	IM	http://www.intmarhealth.pl/	Y	2081-3252																	2081-3252	2081-3252		International Maritime Health	2081-3252	No	2016-02-03T15:01:06Z	2016	yes
9108180	Investigación y educación en enfermería	Invest Educ Enferm	Colombia	Medelin	Facultad de Enfermería de la Universidad de Antioquia	1983		Three issues per year,	2216-0280	0120-5307	0120-5307	eng	N	2014.0	Y	Y	IM	http://aprendeenlinea.udea.edu.co/revistas/index.php/iee/index	Y	2216-0280																	2216-0280	2216-0280		Investigación y Educación en Enfermería	2216-0280	No	2017-07-14T09:37:55Z	2017	yes
101674989	Investigative and clinical urology	Investig Clin Urol	Korea (South)	Seoul	Korean Urological Association	2016		Bimonthly	2466-054X	2466-0493	2466-0493	eng	Y	2016.0	Y	Y	IM	http://www.ncbi.nlm.nih.gov/pmc/journals/1216/	Y	2466-054X																	2466-054X	2466-054X		Investigative and Clinical Urology	2466-054X	No	2017-08-29T11:31:41Z	2017	yes
9814853	Iranian biomedical journal	Iran Biomed J	Iran	Tehran	Pasteur Institute of Iran	1997		Bimonthly	2008-823X	1028-852X	1028-852X	eng	N	2007.0	Y	Y	IM	http://ibj.pasteur.ac.ir/browse.php?slc_lang=en&slc_sid=1&slct_pg_id=120	Y	2008-823X																	2008-823X	2008-823X		Iranian Biomedical Journal	2008-823X	No	2020-01-09T10:17:51Z	2020	yes
101282932	Iranian journal of immunology : IJI	Iran J Immunol	Iran	Shīrāz	Iranian Society for Immunology & Allergy in association with Shīrāz Institute for Cancer Research	2004		Quarterly	1735-367X	1735-1383	1735-1383	eng	N	2007.0	Y	Y	IM	http://iji.sums.ac.ir/browse?_action=issue	Y	1735-367X																	1735-367X	1735-367X		Iranian Journal of Immunology	1735-367X	No	2019-06-27T22:02:27Z	2019	yes
8104374	Iranian journal of medical sciences	Iran J Med Sci	Iran	Shiraz, Iran	Shiraz University of Medical Sciences	1979		Bimonthly	1735-3688	0253-0716	0253-0716	eng	N	2021.0	Y	Y	IM	http://ijms.sums.ac.ir	Y	1735-3688																	1735-3688	1735-3688		Iranian Journal of Medical Sciences	1735-3688	No	2010-03-17T14:11:33Z	2010	yes
101221755	Journal of applied biomedicine	J Appl Biomed	Poland	Wroclaw	Elsevier Sp z.o.o.	2003		Four times a year	1214-0287	1214-021X	1214-021X	eng	N	2020.0	Y	Y	IM	https://jab.zsf.jcu.cz/	Y	1214-0287																	1214-0287	1214-0287		Journal of Applied Biomedicine	1214-0287	No	2020-01-14T10:55:49Z	2020	yes
9426946	Jornal brasileiro de nefrologia : ʹorgão oficial de Sociedades Brasileira e Latino-Americana de Nefrologia	J Bras Nefrol	Brazil	São Paulo	Sociedade Brasileira de Nefrologia	1979		Quarterly	2175-8239	0101-2800	0101-2800	eng	N	2010.0	Y	Y	IM	http://www.scielo.br/scielo.php?script=sci_issues&pid=0101-2800&lng=en&nrm=iso	Y	2175-8239																	2175-8239	2175-8239		Brazilian Journal of Nephrology	2175-8239	No	2010-11-12T13:20:44Z	2010	yes
101222274	Jornal brasileiro de pneumologia : publicaça̋o oficial da Sociedade Brasileira de Pneumologia e Tisilogia	J Bras Pneumol	Brazil	Brasilia, DF, Brasil	Sociedade Brasileira de Pneumologia e Tisilogia	2004		Bimonthly,	1806-3756	1806-3713	1806-3713	por	N	2006.0	Y	Y	IM	http://www.jornaldepneumologia.com.br/previous-numbers	Y	1806-3756																	1806-3756	1806-3756		Jornal Brasileiro de Pneumologia	1806-3756	No	2005-03-23T16:07:49Z	2005	yes
101141257	Journal of clinical and experimental hematopathology : JCEH	J Clin Exp Hematop	Japan	Nagoya-shi	Nihon Rinpa Mōnaikei Gakkai	2001		Semiannual	1880-9952	1346-4280	1346-4280	eng	N	2006.0	Y	Y	IM	http://www.jstage.jst.go.jp/browse/jslrt/	Y	1880-9952																	1880-9952	1880-9952		Journal of Clinical and Experimental Hematopathology	1880-9952	No	2021-03-29T14:56:06Z	2021	yes
101519456	Journal of clinical research in pediatric endocrinology	J Clin Res Pediatr Endocrinol	Turkey	Istanbul	Galenos Yayınevi	2008		Quarterly	1308-5735	1308-5727		eng	N	2008.0	Y	Y	IM	http://www.jcrpe.org/archive/	Y	1308-5735																	1308-5735	1308-5735		JCRPE	1308-5735	No	2019-03-21T11:24:32Z	2019	yes
101592084	Journal of epidemiology and global health	J Epidemiol Glob Health	Switzerland	[Cham]	Springer	2011		Quarterly	2210-6014	2210-6006	2210-6006	eng	N	2011.0	Y	Y	IM	https://www.atlantis-press.com/journals/jegh	Y	2210-6014																	2210-6014	2210-6014		Journal of Epidemiology and Global Health	2210-6014	No	2018-02-22T15:11:30Z	2018	yes
101630927	Journal of food and drug analysis	J Food Drug Anal	China (Republic : 1949- )	[Taipei City, Taiwan, R.O.C.]	Elsevier	2013		Quarterly		1021-9498		eng	N	2014.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/10219498	Y	1021-9498																		1021-9498	1021-9498	Journal of Food and Drug Analysis	1021-9498	No	2016-04-21T16:06:14Z	2016	yes
101483150	Journal of gynecologic oncology	J Gynecol Oncol	Korea (South)	Seoul	Asian Society of Gynecologic Oncology	2008		Quarterly	2005-0399	2005-0380	2005-0380	eng	N	2014.0	Y	Y	IM	http://www.ejgo.org/index.php?body=archive	Y	2005-0399																	2005-0399	2005-0399		Journal of Gynecologic Oncology	2005-0399	No	2021-11-04T14:44:14Z	2021	yes
101305410	Journal of infection in developing countries	J Infect Dev Ctries	Italy	[Italy?]	Open Learning on Enteric Pathogens	2007			1972-2680	2036-6590	1972-2680	eng	N	2007.0	Y	Y	IM	http://www.jidc.org/	Y	1972-2680																	1972-2680	1972-2680		Journal of Infection in Developing Countries	1972-2680	No	2019-04-16T12:44:29Z	2019	yes
101535747	Journal of injury & violence research	J Inj Violence Res	Iran	Kermanshah	Kermanshah University of Medical Sciences	2009		Semiannual	2008-4072	2008-2053	2008-2053	eng	N	2009.0	Y	Y	IM	http://jivresearch.org/jivr/index.php/jivr/issue/archive	Y	2008-4072																	2008-4072	2008-4072		Journal of Injury and Violence Research	2008-4072	No	2018-04-22T22:14:58Z	2018	yes
101522982	The journal of international advanced otology	J Int Adv Otol	Turkey	İstanbul	AVES	2009		Three times a year.	2148-3817	1308-7649	1308-7649	eng	N	2015.0	Y	Y	IM	http://www.advancedotology.org/	Y	2148-3817																	2148-3817	2148-3817		Journal of International Advanced Otology	2148-3817	No	2019-09-13T06:52:10Z	2019	yes
101152208	Journal of nanobiotechnology	J Nanobiotechnology	England	London	BioMed Central	2003			1477-3155		1477-3155	eng	N	2011.0	Y	Y	IM	http://www.jnanobiotechnology.com/	Y	1477-3155																	1477-3155	1477-3155		Journal of Nanobiotechnology	1477-3155	No	2003-06-26T00:00:00Z	2003	yes
101292936	Journal of Nepal Health Research Council	J Nepal Health Res Counc	Nepal	Kathmandu	Nepal Health Research Council	2002		Semiannual	1999-6217	1727-5482	1727-5482	eng	N	2010.0	Y	Y	IM	http://jnhrc.com.np/index.php/jnhrc/issue/archive	Y	1999-6217																	1999-6217	1999-6217		Journal of Nepal Health Research Council	1999-6217	No	2021-02-26T13:02:26Z	2021	yes
101175339	Journal of oleo science	J Oleo Sci	Japan	Tokyo	Japan Oil Chemists' Society	2001		Monthly	1347-3352	1345-8957	1345-8957	eng	N	2007.0	Y	Y	IM	http://www.jstage.jst.go.jp/browse/jos	Y	1347-3352																	1347-3352	1347-3352		Journal of Oleo Science	1347-3352	No	2021-04-06T13:36:33Z	2021	yes
101265112	Journal of orthopaedic surgery and research	J Orthop Surg Res	England	London	BioMed Central	2006			1749-799X		1749-799X	eng	N	2011.0	Y	Y	IM	http://www.josr-online.com/	Y	1749-799X																	1749-799X	1749-799X		Journal of Orthopaedic Surgery and Research	1749-799X	No	2006-09-28T09:47:08Z	2006	yes
101479544	Journal of otolaryngology - head & neck surgery = Le Journal d'oto-rhino-laryngologie et de chirurgie cervico-faciale	J Otolaryngol Head Neck Surg	England	London	BioMed Central	2008		Bimonthly	1916-0216	1916-0208	1916-0208	eng	Y	2008.0	Y	Y	IM	http://www.journalotohns.com/archive	Y	1916-0216																	1916-0216	1916-0216		Journal of Otolaryngology - Head and Neck Surgery	1916-0216	Yes	2013-09-23T15:43:13Z	2013	yes
101474849	Journal of ovarian research	J Ovarian Res	England	[London]	BioMed Central	2008			1757-2215		1757-2215	eng	N	2014.0	Y	Y	IM	http://www.ovarianresearch.com/	Y	1757-2215																	1757-2215	1757-2215		Journal of Ovarian Research	1757-2215	Yes	2010-11-30T15:24:13Z	2010	yes
2985188R	Jornal de pediatria	J Pediatr (Rio J)	Brazil	Rio de Janeiro, Brazil	Elsevier Editora Ltda	1934		Bimonthly	1678-4782	0021-7557	0021-7557	eng	N	2003.0	Y	Y	IM	http://www.scielo.br/scielo.php?script=sci_issues&pid=0021-7557&lng=en&nrm=iso	Y	1678-4782																	1678-4782	1678-4782		Jornal de Pediatria	1678-4782	No	2004-04-23T21:31:00Z	2004	yes
101269653	Journal of physiological anthropology	J Physiol Anthropol	England	London	BioMed Central	2006		Bimonthly	1880-6805	1880-6791	1880-6791	eng	Y	2006.0	Y	Y	IM	http://www.jphysiolanthropol.com/	Y	1880-6805																	1880-6805	1880-6805		Journal of Physiological Anthropology	1880-6805	No	2012-09-21T11:39:53Z	2012	yes
101242972	Journal of preventive medicine and public health = Yebang Ŭihakhoe chi	J Prev Med Public Health	Korea (South)	Seoul, Korea	Korean Society for Preventive Medicine	2004		Bimonthly,	2233-4521	1975-8375	1975-8375	eng	N	2005.0	Y	Y	IM	http://jpmph.org/	Y	2233-4521																	2233-4521	2233-4521		Journal of Preventive Medicine and Public Health	2233-4521	No	2017-06-29T16:06:13Z	2017	yes
101494925	Journal of radiology case reports	J Radiol Case Rep	United States	Cleveland Heights, Ohio	EduRad Publishing	2007		Monthly,	1943-0922		1943-0922	eng	N	2010.0	Y	Y	IM	http://www.ncbi.nlm.nih.gov/pmc/journals/1747/	Y	1943-0922																	1943-0922	1943-0922		Journal of Radiology Case Reports	1943-0922	No	2009-02-04T13:34:03Z	2009	yes
9438792	The Journal of reproduction and development	J Reprod Dev	Japan	Tokyo	Japanese Society of Animal Reproduction	1992		Six no. a year	1348-4400	0916-8818	0916-8818	eng	N	2003.0	Y	Y	IM	http://www.jstage.jst.go.jp/browse/jrd/	Y	1348-4400																	1348-4400	1348-4400		The Journal of Reproduction and Development	1348-4400	No	2021-03-29T15:00:28Z	2021	yes
7503122	Journal of the South African Veterinary Association	J S Afr Vet Assoc	South Africa	Cape Town, South Africa	AOSIS	1972		Quarterly	2224-9435	1019-9128	1019-9128	eng	N	1972.0	Y	Y	IM	http://www.jsava.co.za/	Y	2224-9435																	2224-9435	2224-9435		Journal of the South African Veterinary Association	2224-9435	No	2012-05-21T11:35:50Z	2012	yes
101174629	Journal of sports science & medicine	J Sports Sci Med	Turkey	Bursa, Turkey	Dept. of Sports Medicine, Medical Faculty of Uludag University	2002		Quarterly	1303-2968		1303-2968	eng	N	2018.0	Y	Y	IM	http://www.ncbi.nlm.nih.gov/pmc/journals/2019/	Y	1303-2968																		1303-2968	1303-2968	Journal of Sports Science and Medicine	1303-2968	No	2003-11-05T00:00:00Z	2003	yes
100964185	Journal of veterinary science	J Vet Sci	Korea (South)	Seoul	Korean Society of Veterinary Science	2000		Bimonthly,	1976-555X	1229-845X	1229-845X	eng	N	2000.0	Y	Y	IM	http://www.vetsci.org	Y	1976-555X																	1976-555X	1976-555X		Journal of Veterinary Science	1976-555X	No	2018-01-24T11:34:29Z	2018	yes
101760170	JCO global oncology	JCO Glob Oncol	United States	Alexandria, VA	American Society of Clinical Oncology	2019		Annual	2687-8941		2687-8941	eng	Y	2020.0	Y	Y	IM		Y	2687-8941																	2687-8941	2687-8941		JCO Global Oncology	2687-8941	No	2021-01-21T14:34:57Z	2021	yes
0045233	JNMA; journal of the Nepal Medical Association	JNMA J Nepal Med Assoc	Nepal	Kathmandu	Nepal Medical Association	1963		Quarterly	1815-672X	0028-2715	0028-2715	eng	N	2005.0	Y	Y	IM	http://www.jnma.com.np/	Y	1815-672X																	1815-672X	1815-672X		Journal of Nepal Medical Association	1815-672X	No	2017-02-10T14:56:41Z	2017	yes
101502451	Korean journal of anesthesiology	Korean J Anesthesiol	Korea (South)	Seoul	Korean Society of Anesthesiologists	2009		Monthly	2005-7563	2005-6419	2005-6419	eng	N	2018.0	Y	Y	IM	https://www.ncbi.nlm.nih.gov/pmc/journals/1237/	Y	2005-7563																	2005-7563	2005-7563		Korean Journal of Anesthesiology	2005-7563	No	2017-09-15T10:58:41Z	2017	yes
101189416	The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi	Korean J Gastroenterol	Korea (South)	Seoul, Korea	Korean Society of Gastroenterology	2003		Monthly	2233-6869	1598-9992	1598-9992	kor	N	2003.0	Y	Y	IM	http://synapse.koreamed.org/search.php?where=jvolume&id=28&code=0028KJG	Y	2233-6869																	2233-6869	2233-6869		The Korean Journal of Gastroenterology	2233-6869	No	2019-02-20T15:32:41Z	2019	yes
8712418	The Korean journal of internal medicine	Korean J Intern Med	Korea (South)	[Seoul]	Korean Association of Internal Medicine	1986		Quarterly,	2005-6648	1226-3303	1226-3303	eng	N	1986.0	Y	Y	IM	http://preview.ncbi.nlm.nih.gov/pmc/journals/904/	Y	2005-6648																	2005-6648	2005-6648		The Korean Journal of Internal Medicine	2005-6648	No	2019-08-19T07:50:03Z	2019	yes
101503071	Korean journal of medical education	Korean J Med Educ	Korea (South)	Seoul	Korean Society of Medical Education	2009		Quarterly	2005-7288	2005-727X	2005-727X	eng	N	2015.0	Y	Y	IM	http://kjme.kr	Y	2005-7288																	2005-7288	2005-7288		Korean Journal of Medical Education	2005-7288	No	2016-11-22T17:21:29Z	2016	yes
8804513	Korean journal of ophthalmology : KJO	Korean J Ophthalmol	Korea (South)	Seoul, Korea	KJO	1987		Semiannual	2092-9382	1011-8942	1011-8942	eng	N	1987.0	Y	Y	IM	http://preview.ncbi.nlm.nih.gov/pmc/journals/779/	Y	2092-9382																	2092-9382	2092-9382		Korean Journal of Ophthalmology	2092-9382	No	2021-11-04T14:33:52Z	2021	yes
