MeshHeading	count	Unconquerables	% Unconquerables	MEDLINE journals OA compliant	% MEDLINE journals OA compliant
Psychoanalytic Interpretation	1	0	0.0	1	1.0
Psychoanalytic Theory	1	0	0.0	1	1.0
Psychoanalytic Therapy	2	2	1.0	0	0.0
Psycholinguistics	2	0	0.0	2	1.0
Psychological Tests	4	0	0.0	4	1.0
Psychological Theory	2	0	0.0	2	1.0
Psychology	74	1	0.013513513513513514	73	0.9864864864864865
Psychology, Adolescent	8	0	0.0	8	1.0
Psychology, Applied	16	0	0.0	16	1.0
Psychology, Child	34	3	0.08823529411764706	31	0.9117647058823529
Psychology, Clinical	27	1	0.037037037037037035	26	0.9629629629629629
Psychology, Comparative	9	0	0.0	9	1.0
Psychology, Educational	7	0	0.0	7	1.0
Psychology, Experimental	20	0	0.0	20	1.0
Psychology, Industrial	7	0	0.0	7	1.0
Psychology, Medical	5	0	0.0	5	1.0
Psychology, Military	1	0	0.0	1	1.0
Psychology, Social	23	0	0.0	23	1.0
Psychometrics	3	0	0.0	3	1.0
Psychomotor Performance	1	0	0.0	1	1.0
Psychoneuroimmunology	1	0	0.0	1	1.0
Psychopathology	12	0	0.0	12	1.0
Psychopharmacology	43	3	0.06976744186046513	40	0.9302325581395349
Psychophysics	1	0	0.0	1	1.0
Psychophysiologic Disorders	1	1	1.0	0	0.0
Psychophysiology	32	2	0.0625	30	0.9375
Psychosomatic Medicine	22	4	0.18181818181818185	18	0.8181818181818182
Psychotherapy	34	2	0.05882352941176471	32	0.9411764705882353
Psychotherapy, Group	2	0	0.0	2	1.0
Psychotic Disorders	3	0	0.0	3	1.0
Psychotropic Drugs	7	1	0.14285714285714285	6	0.8571428571428571
Public Health	320	24	0.075	296	0.925
Public Health Administration	13	1	0.07692307692307693	12	0.9230769230769231
Public Health Dentistry	7	1	0.14285714285714285	6	0.8571428571428571
Public Health Nursing	10	0	0.0	10	1.0
Public Health Surveillance	1	0	0.0	1	1.0
Public Opinion	1	0	0.0	1	1.0
Public Policy	24	0	0.0	24	1.0
Public Relations	5	0	0.0	5	1.0
Publishing	3	0	0.0	3	1.0
Pulmonary Disease, Chronic Obstructive	2	0	0.0	2	1.0
Pulmonary Heart Disease	2	0	0.0	2	1.0
Pulmonary Medicine	1	0	0.0	1	1.0
Purchasing, Hospital	3	0	0.0	3	1.0
Quadriplegia	1	0	0.0	1	1.0
Qualitative Research	1	0	0.0	1	1.0
Quality Assurance, Health Care	33	0	0.0	33	1.0
Quality Control	3	0	0.0	3	1.0
Quality of Health Care	26	1	0.038461538461538464	25	0.9615384615384616
Quality of Life	4	0	0.0	4	1.0
Quarantine	2	0	0.0	2	1.0
Quebec	3	1	0.3333333333333333	2	0.6666666666666666
RNA	3	0	0.0	3	1.0
Radiation	16	1	0.0625	15	0.9375
Radiation Dosage	1	0	0.0	1	1.0
Radiation Effects	19	2	0.10526315789473684	17	0.8947368421052632
Radiation Genetics	1	0	0.0	1	1.0
Radiation Monitoring	6	0	0.0	6	1.0
Radiation Oncology	3	0	0.0	3	1.0
Radiation Protection	13	0	0.0	13	1.0
Radiation, Ionizing	2	0	0.0	2	1.0
Radiation, Nonionizing	1	0	0.0	1	1.0
Radio Waves	1	0	0.0	1	1.0
Radioactive Pollutants	2	0	0.0	2	1.0
Radioactive Waste	1	0	0.0	1	1.0
Radioactivity	10	0	0.0	10	1.0
Radiobiology	17	1	0.05882352941176471	16	0.9411764705882353
Radiochemistry	4	0	0.0	4	1.0
Radiographic Image Enhancement	1	0	0.0	1	1.0
Radiography	53	4	0.07547169811320754	49	0.9245283018867925
Radiography, Dental	4	0	0.0	4	1.0
Radiography, Interventional	6	2	0.3333333333333333	4	0.6666666666666666
Radiography, Thoracic	1	0	0.0	1	1.0
Radioisotope Teletherapy	1	0	0.0	1	1.0
Radioisotopes	21	2	0.09523809523809523	19	0.9047619047619048
Radiology	98	4	0.040816326530612235	94	0.9591836734693877
Radiology Department, Hospital	1	0	0.0	1	1.0
Radiology Information Systems	1	0	0.0	1	1.0
Radiology, Interventional	2	0	0.0	2	1.0
Radiometry	3	0	0.0	3	1.0
Radionuclide Imaging	17	1	0.05882352941176471	16	0.9411764705882353
Radiopharmaceuticals	2	0	0.0	2	1.0
Radiotherapy	37	2	0.054054054054054064	35	0.9459459459459459
Radium	2	0	0.0	2	1.0
Randomized Controlled Trials as Topic	2	0	0.0	2	1.0
Rare Diseases	1	0	0.0	1	1.0
Rate Setting and Review	3	0	0.0	3	1.0
Receptors, Cell Surface	7	0	0.0	7	1.0
Receptors, Cytoadhesin	1	0	0.0	1	1.0
Receptors, Cytoplasmic and Nuclear	3	0	0.0	3	1.0
Receptors, Drug	4	0	0.0	4	1.0
Receptors, Immunologic	3	0	0.0	3	1.0
Receptors, Purinergic	1	0	0.0	1	1.0
Receptors, Virus	1	0	0.0	1	1.0
Recombinant Proteins	3	0	0.0	3	1.0
Recombination, Genetic	1	0	0.0	1	1.0
Reconstructive Surgical Procedures	10	1	0.1	9	0.9
Records	1	0	0.0	1	1.0
Recreation	4	0	0.0	4	1.0
Rectal Diseases	2	0	0.0	2	1.0
Red Cross	1	0	0.0	1	1.0
Reference Standards	2	1	0.5	1	0.5
Refractive Surgical Procedures	5	0	0.0	5	1.0
Refrigeration	1	0	0.0	1	1.0
Refuse Disposal	2	0	0.0	2	1.0
Regeneration	1	0	0.0	1	1.0
Regenerative Medicine	3	0	0.0	3	1.0
Regional Health Planning	2	0	0.0	2	1.0
Registries	1	1	1.0	0	0.0
Rehabilitation	65	1	0.015384615384615384	64	0.9846153846153847
Rehabilitation Centers	1	0	0.0	1	1.0
Reimbursement Mechanisms	1	0	0.0	1	1.0
Rejuvenation	1	0	0.0	1	1.0
Religion and Medicine	9	0	0.0	9	1.0
Religion and Psychology	2	0	0.0	2	1.0
Religious Missions	2	0	0.0	2	1.0
Renal Dialysis	15	2	0.13333333333333333	13	0.8666666666666667
Renal Replacement Therapy	3	0	0.0	3	1.0
Renin-Angiotensin System	1	0	0.0	1	1.0
Reproducibility of Results	1	0	0.0	1	1.0
Reproduction	54	0	0.0	54	1.0
Reproductive Health	3	1	0.3333333333333333	2	0.6666666666666666
Reproductive Health Services	1	0	0.0	1	1.0
Reproductive Medicine	18	2	0.1111111111111111	16	0.8888888888888888
Reproductive Physiological Phenomena	2	1	0.5	1	0.5
Reproductive Techniques	4	0	0.0	4	1.0
Reproductive Techniques, Assisted	1	1	1.0	0	0.0
Research	225	14	0.06222222222222223	211	0.9377777777777778
Research Design	15	0	0.0	15	1.0
Research Personnel	1	0	0.0	1	1.0
Research Support as Topic	7	0	0.0	7	1.0
Resilience, Psychological	1	0	0.0	1	1.0
Respiration	8	0	0.0	8	1.0
Respiration Disorders	1	0	0.0	1	1.0
Respiratory Hypersensitivity	1	0	0.0	1	1.0
Respiratory Physiological Phenomena	5	0	0.0	5	1.0
Respiratory Protective Devices	2	0	0.0	2	1.0
Respiratory System	28	1	0.03571428571428571	27	0.9642857142857143
Respiratory System Agents	2	0	0.0	2	1.0
Respiratory Therapy	9	1	0.1111111111111111	8	0.8888888888888888
Respiratory Therapy Department, Hospital	1	0	0.0	1	1.0
Respiratory Tract Diseases	65	1	0.015384615384615384	64	0.9846153846153847
Respiratory Tract Infections	2	0	0.0	2	1.0
Resuscitation	9	0	0.0	9	1.0
Retina	3	0	0.0	3	1.0
Retinal Diseases	3	0	0.0	3	1.0
Retroviridae	4	1	0.25	3	0.75
Retroviridae Infections	1	0	0.0	1	1.0
Review Literature as Topic	2	0	0.0	2	1.0
Rheology	2	0	0.0	2	1.0
Rheumatic Diseases	71	2	0.028169014084507043	69	0.971830985915493
Rheumatic Fever	1	0	0.0	1	1.0
Rheumatology	11	2	0.18181818181818185	9	0.8181818181818182
Rhinoplasty	1	0	0.0	1	1.0
Risk	1	0	0.0	1	1.0
Risk Assessment	3	0	0.0	3	1.0
Risk Factors	4	0	0.0	4	1.0
Risk Management	6	0	0.0	6	1.0
Robotics	7	1	0.14285714285714285	6	0.8571428571428571
Rorschach Test	1	0	0.0	1	1.0
Rural Health	8	1	0.125	7	0.875
Rural Health Services	1	1	1.0	0	0.0
Russia	6	3	0.5	3	0.5
Safety	7	1	0.14285714285714285	6	0.8571428571428571
Safety Management	5	0	0.0	5	1.0
Salaries and Fringe Benefits	2	0	0.0	2	1.0
Salmonella	1	1	1.0	0	0.0
Sanitary Engineering	11	0	0.0	11	1.0
Sanitation	7	0	0.0	7	1.0
Sarcoidosis	2	0	0.0	2	1.0
Sarcopenia	1	0	0.0	1	1.0
Saudi Arabia	1	0	0.0	1	1.0
Scandinavian and Nordic Countries	3	0	0.0	3	1.0
Schistosomiasis	2	1	0.5	1	0.5
Schizophrenia	3	0	0.0	3	1.0
Schizophrenia, Childhood	1	0	0.0	1	1.0
School Dentistry	2	0	0.0	2	1.0
School Health Services	8	0	0.0	8	1.0
School Nursing	2	0	0.0	2	1.0
Schools, Dental	5	0	0.0	5	1.0
Schools, Health Occupations	1	0	0.0	1	1.0
Schools, Medical	2	0	0.0	2	1.0
Schools, Nursing	7	0	0.0	7	1.0
Schools, Veterinary	1	0	0.0	1	1.0
Science	152	5	0.03289473684210526	147	0.9671052631578947
Scotland	2	0	0.0	2	1.0
Seaweed	1	0	0.0	1	1.0
Security Measures	5	0	0.0	5	1.0
Seizures	1	0	0.0	1	1.0
Selection, Genetic	2	0	0.0	2	1.0
Self Care	1	0	0.0	1	1.0
Self-Help Devices	9	1	0.1111111111111111	8	0.8888888888888888
Self-Help Groups	1	0	0.0	1	1.0
Self-Injurious Behavior	1	0	0.0	1	1.0
Semantics	1	0	0.0	1	1.0
Semen	2	0	0.0	2	1.0
Sensation	6	0	0.0	6	1.0
Sense Organs	2	0	0.0	2	1.0
Sensory Receptor Cells	3	0	0.0	3	1.0
Sentinel Surveillance	1	0	0.0	1	1.0
Sequence Analysis	1	0	0.0	1	1.0
Sequence Analysis, DNA	4	0	0.0	4	1.0
Sequence Homology	1	0	0.0	1	1.0
Serology	2	1	0.5	1	0.5
Sewage	5	0	0.0	5	1.0
Sex	7	0	0.0	7	1.0
Sex Determination Processes	1	0	0.0	1	1.0
Sex Differentiation	2	0	0.0	2	1.0
Sex Factors	4	0	0.0	4	1.0
Sex Offenses	1	0	0.0	1	1.0
Sexual Behavior	8	1	0.125	7	0.875
Sexual Dysfunction, Physiological	5	0	0.0	5	1.0
Sexual Dysfunctions, Psychological	1	0	0.0	1	1.0
Sexual Health	2	0	0.0	2	1.0
Sexuality	3	0	0.0	3	1.0
Sexually Transmitted Diseases	45	4	0.08888888888888889	41	0.9111111111111111
Shock	5	0	0.0	5	1.0
Shoulder	1	0	0.0	1	1.0
Signal Detection, Psychological	1	0	0.0	1	1.0
Signal Processing, Computer-Assisted	1	0	0.0	1	1.0
Signal Transduction	16	0	0.0	16	1.0
Silicosis	3	0	0.0	3	1.0
Skin	15	0	0.0	15	1.0
Skin Abnormalities	1	0	0.0	1	1.0
Skin Diseases	35	8	0.22857142857142854	27	0.7714285714285715
Skin Neoplasms	2	0	0.0	2	1.0
Skin Physiological Phenomena	3	0	0.0	3	1.0
Skull	6	0	0.0	6	1.0
Skull Fractures	1	0	0.0	1	1.0
Sleep	7	0	0.0	7	1.0
Sleep Wake Disorders	9	0	0.0	9	1.0
Slovenia	1	0	0.0	1	1.0
Smoking	3	0	0.0	3	1.0
Smoking Prevention	1	0	0.0	1	1.0
Snakes	1	0	0.0	1	1.0
Soaps	3	0	0.0	3	1.0
Soccer	1	0	0.0	1	1.0
Social Behavior	4	0	0.0	4	1.0
Social Conditions	2	0	0.0	2	1.0
Social Determinants of Health	1	1	1.0	0	0.0
Social Environment	1	0	0.0	1	1.0
Social Medicine	40	2	0.05	38	0.95
Social Planning	4	0	0.0	4	1.0
Social Problems	3	0	0.0	3	1.0
Social Sciences	16	0	0.0	16	1.0
Social Security	9	0	0.0	9	1.0
Social Support	6	0	0.0	6	1.0
Social Values	1	0	0.0	1	1.0
Social Welfare	14	0	0.0	14	1.0
Social Work	30	0	0.0	30	1.0
Social Work, Psychiatric	9	0	0.0	9	1.0
Societies	8	0	0.0	8	1.0
Societies, Dental	55	0	0.0	55	1.0
Societies, Medical	30	0	0.0	30	1.0
Societies, Nursing	47	1	0.02127659574468085	46	0.9787234042553191
Societies, Pharmaceutical	1	0	0.0	1	1.0
Societies, Scientific	3	0	0.0	3	1.0
Sociobiology	1	0	0.0	1	1.0
Socioeconomic Factors	6	0	0.0	6	1.0
Sociology	24	0	0.0	24	1.0
Sociology, Medical	6	0	0.0	6	1.0
Sociometric Techniques	1	0	0.0	1	1.0
Software	4	0	0.0	4	1.0
Soil	2	0	0.0	2	1.0
Soil Microbiology	1	0	0.0	1	1.0
Somatomedins	1	0	0.0	1	1.0
Sound	1	0	0.0	1	1.0
South Africa	3	0	0.0	3	1.0
South Carolina	2	0	0.0	2	1.0
Space Flight	23	1	0.043478260869565216	22	0.9565217391304348
Space Perception	1	0	0.0	1	1.0
Spain	15	3	0.2	12	0.8
Specialties, Nursing	4	1	0.25	3	0.75
Species Specificity	1	0	0.0	1	1.0
Spectrometry, Fluorescence	2	0	0.0	2	1.0
Spectrum Analysis	6	0	0.0	6	1.0
Speech	3	0	0.0	3	1.0
Speech Disorders	28	0	0.0	28	1.0
Speech Therapy	3	0	0.0	3	1.0
Speech-Language Pathology	2	0	0.0	2	1.0
Spermatozoa	1	0	0.0	1	1.0
Spinal Cord Diseases	4	0	0.0	4	1.0
Spinal Cord Injuries	10	0	0.0	10	1.0
Spinal Diseases	8	1	0.125	7	0.875
Spinal Fusion	1	0	0.0	1	1.0
Spine	4	1	0.25	3	0.75
Spiritualism	1	0	0.0	1	1.0
Spleen	1	0	0.0	1	1.0
Splenic Diseases	2	0	0.0	2	1.0
Sports	20	0	0.0	20	1.0
Sports Medicine	33	2	0.060606060606060615	31	0.9393939393939394
Staff Development	7	0	0.0	7	1.0
Staining and Labeling	2	0	0.0	2	1.0
State Health Plans	1	0	0.0	1	1.0
State Medicine	7	0	0.0	7	1.0
Static Electricity	1	0	0.0	1	1.0
Statistics as Topic	17	1	0.05882352941176471	16	0.9411764705882353
Stem Cell Transplantation	1	1	1.0	0	0.0
Stem Cells	17	0	0.0	17	1.0
Stereoisomerism	1	0	0.0	1	1.0
Stereotaxic Techniques	2	0	0.0	2	1.0
Sterilization	5	1	0.2	4	0.8
Sterilization, Reproductive	4	0	0.0	4	1.0
Steroids	6	0	0.0	6	1.0
Stomach Neoplasms	1	0	0.0	1	1.0
Stomatognathic Diseases	4	0	0.0	4	1.0
Stomatognathic System	4	0	0.0	4	1.0
Strabismus	5	0	0.0	5	1.0
Stress Disorders, Post-Traumatic	7	0	0.0	7	1.0
Stress, Physiological	5	0	0.0	5	1.0
Stress, Psychological	2	0	0.0	2	1.0
Stroke	3	0	0.0	3	1.0
Strontium Isotopes	1	0	0.0	1	1.0
Structure-Activity Relationship	4	0	0.0	4	1.0
Student Health Services	3	0	0.0	3	1.0
Students, Dental	2	0	0.0	2	1.0
Students, Medical	1	0	0.0	1	1.0
Subcellular Fractions	1	1	1.0	0	0.0
Submarine Medicine	6	2	0.3333333333333333	4	0.6666666666666666
Substance-Related Disorders	44	2	0.045454545454545456	42	0.9545454545454546
Sugar Phosphates	1	0	0.0	1	1.0
Suicide	6	1	0.16666666666666666	5	0.8333333333333334
Surface Properties	2	0	0.0	2	1.0
Surface Tension	1	0	0.0	1	1.0
Surface-Active Agents	4	0	0.0	4	1.0
Surgery, Computer-Assisted	4	0	0.0	4	1.0
Surgery, General	1	1	1.0	0	0.0
Surgery, Oral	37	1	0.027027027027027032	36	0.972972972972973
Surgery, Plastic	45	2	0.04444444444444445	43	0.9555555555555556
Surgical Equipment	7	1	0.14285714285714285	6	0.8571428571428571
Surgical Instruments	4	1	0.25	3	0.75
Surgical Procedures, Operative	60	9	0.15	51	0.85
Surgical Wound Infection	1	0	0.0	1	1.0
Survivors	1	0	0.0	1	1.0
Sweden	3	0	0.0	3	1.0
Switzerland	7	0	0.0	7	1.0
Symbiosis	1	0	0.0	1	1.0
Synapses	1	0	0.0	1	1.0
Synaptic Transmission	5	0	0.0	5	1.0
Synchrotrons	1	0	0.0	1	1.0
Synthetic Biology	1	0	0.0	1	1.0
Syphilis	17	0	0.0	17	1.0
Systematic Reviews as Topic	1	0	0.0	1	1.0
Systems Analysis	1	0	0.0	1	1.0
Systems Biology	8	1	0.125	7	0.875
Tanzania	2	0	0.0	2	1.0
Teaching	3	0	0.0	3	1.0
Teaching Materials	1	0	0.0	1	1.0
Technology	40	2	0.05	38	0.95
Technology Assessment, Biomedical	19	1	0.05263157894736842	18	0.9473684210526315
Technology, Dental	25	2	0.08	23	0.92
Technology, Pharmaceutical	30	2	0.06666666666666668	28	0.9333333333333333
Technology, Radiologic	14	3	0.21428571428571427	11	0.7857142857142857
Telemedicine	7	0	0.0	7	1.0
Telemetry	2	0	0.0	2	1.0
Television	4	0	0.0	4	1.0
Temperance	2	0	0.0	2	1.0
Temporomandibular Joint	1	0	0.0	1	1.0
Temporomandibular Joint Disorders	4	0	0.0	4	1.0
Temporomandibular Joint Dysfunction Syndrome	2	0	0.0	2	1.0
Tennessee	3	0	0.0	3	1.0
Teratogens	3	0	0.0	3	1.0
Teratology	2	0	0.0	2	1.0
Terminal Care	7	0	0.0	7	1.0
Testicular Hormones	2	0	0.0	2	1.0
Texas	6	0	0.0	6	1.0
Theranostic Nanomedicine	1	0	0.0	1	1.0
Therapeutics	77	2	0.025974025974025976	75	0.974025974025974
Therapies, Investigational	2	0	0.0	2	1.0
Therapy, Computer-Assisted	4	1	0.25	3	0.75
Thermography	2	0	0.0	2	1.0
Thoracic Diseases	38	2	0.05263157894736842	36	0.9473684210526315
Thoracic Neoplasms	2	0	0.0	2	1.0
Thoracic Surgery	17	1	0.05882352941176471	16	0.9411764705882353
Thoracic Surgical Procedures	11	3	0.2727272727272727	8	0.7272727272727273
Thorax	12	0	0.0	12	1.0
Thrombosis	19	1	0.05263157894736842	18	0.9473684210526315
Thromboxanes	3	0	0.0	3	1.0
Thymus Gland	1	0	0.0	1	1.0
Thyroid Diseases	2	1	0.5	1	0.5
Thyroid Gland	1	0	0.0	1	1.0
Thyroid Hormones	2	1	0.5	1	0.5
Tick Control	1	0	0.0	1	1.0
Tick-Borne Diseases	1	0	0.0	1	1.0
Ticks	2	0	0.0	2	1.0
Tinnitus	1	1	1.0	0	0.0
Tissue Banks	2	0	0.0	2	1.0
Tissue Donors	2	0	0.0	2	1.0
Tissue Engineering	7	0	0.0	7	1.0
Tissue Preservation	1	0	0.0	1	1.0
Tissue Transplantation	1	0	0.0	1	1.0
Tissue and Organ Procurement	2	0	0.0	2	1.0
Tissues	2	0	0.0	2	1.0
Tobacco	2	0	0.0	2	1.0
Tobacco Use Disorder	3	0	0.0	3	1.0
Tomography	2	0	0.0	2	1.0
Tomography, Emission-Computed	3	0	0.0	3	1.0
Tomography, X-Ray Computed	9	0	0.0	9	1.0
Tooth	3	0	0.0	3	1.0
Tooth Diseases	9	2	0.2222222222222222	7	0.7777777777777778
Tooth Injuries	2	0	0.0	2	1.0
Tooth Replantation	2	0	0.0	2	1.0
Topography, Medical	1	0	0.0	1	1.0
Torture	1	0	0.0	1	1.0
Total Quality Management	1	0	0.0	1	1.0
Touch	1	0	0.0	1	1.0
Toxicity Tests	1	0	0.0	1	1.0
Toxicogenetics	1	0	0.0	1	1.0
Toxicology	91	3	0.03296703296703297	88	0.967032967032967
Toxins, Biological	8	0	0.0	8	1.0
Trace Elements	6	0	0.0	6	1.0
Trachoma	3	0	0.0	3	1.0
Training Support	4	0	0.0	4	1.0
Transcription, Genetic	1	0	0.0	1	1.0
Transcultural Nursing	1	0	0.0	1	1.0
Transfection	1	0	0.0	1	1.0
Transgender Persons	1	0	0.0	1	1.0
Translational Medical Research	11	0	0.0	11	1.0
Translations	1	0	0.0	1	1.0
Translocation, Genetic	1	0	0.0	1	1.0
Transplantation	16	2	0.125	14	0.875
Transplantation Immunology	2	0	0.0	2	1.0
Transplantation, Heterologous	2	0	0.0	2	1.0
Transplants	2	0	0.0	2	1.0
Transport Vesicles	1	0	0.0	1	1.0
Transportation of Patients	6	0	0.0	6	1.0
Transsexualism	1	0	0.0	1	1.0
Trauma, Nervous System	2	0	0.0	2	1.0
Traumatology	4	1	0.25	3	0.75
Travel	3	0	0.0	3	1.0
Treatment Outcome	1	0	0.0	1	1.0
Trees	1	0	0.0	1	1.0
Tremor	2	0	0.0	2	1.0
Tropical Climate	1	0	0.0	1	1.0
Tropical Medicine	79	2	0.02531645569620253	77	0.9746835443037974
Tuberculosis	121	1	0.008264462809917356	120	0.9917355371900827
Tuberculosis, Pulmonary	9	1	0.1111111111111111	8	0.8888888888888888
Turkey	2	0	0.0	2	1.0
Twins	3	0	0.0	3	1.0
USSR	3	0	0.0	3	1.0
Ukraine	3	0	0.0	3	1.0
Ultrafiltration	1	0	0.0	1	1.0
Ultrasonics	12	0	0.0	12	1.0
Ultrasonography	16	1	0.0625	15	0.9375
Ultrasonography, Prenatal	1	0	0.0	1	1.0
United Kingdom	45	0	0.0	45	1.0
United States	262	22	0.08396946564885496	240	0.916030534351145
Universities	3	0	0.0	3	1.0
Urban Health	2	0	0.0	2	1.0
Uremia	2	0	0.0	2	1.0
Urinary Bladder Neoplasms	1	0	0.0	1	1.0
Urinary Calculi	2	0	0.0	2	1.0
Urinary Incontinence	1	0	0.0	1	1.0
Urinary Tract	1	0	0.0	1	1.0
Urinary Tract Physiological Phenomena	3	0	0.0	3	1.0
Urodynamics	1	0	0.0	1	1.0
Urogenital Neoplasms	3	0	0.0	3	1.0
Urogenital System	2	0	0.0	2	1.0
Urolithiasis	1	0	0.0	1	1.0
Urologic Diseases	36	6	0.16666666666666666	30	0.8333333333333334
Urologic Neoplasms	3	0	0.0	3	1.0
Urologic Surgical Procedures	3	1	0.3333333333333333	2	0.6666666666666666
Urology	64	5	0.078125	59	0.921875
User-Computer Interface	4	0	0.0	4	1.0
Utah	4	0	0.0	4	1.0
Uterine Cervical Diseases	1	0	0.0	1	1.0
Utilization Review	3	0	0.0	3	1.0
Vaccination	2	0	0.0	2	1.0
Vaccines	12	0	0.0	12	1.0
Vaccines, Synthetic	1	0	0.0	1	1.0
Vascular Diseases	26	1	0.038461538461538464	25	0.9615384615384616
Vascular Surgical Procedures	19	1	0.05263157894736842	18	0.9473684210526315
Vasculitis	1	0	0.0	1	1.0
Vehicle Emissions	1	1	1.0	0	0.0
Veins	1	0	0.0	1	1.0
Venereology	1	1	1.0	0	0.0
Venezuela	3	0	0.0	3	1.0
Venoms	1	0	0.0	1	1.0
Vermont	1	0	0.0	1	1.0
Vertebrates	1	0	0.0	1	1.0
Vestibular Diseases	1	0	0.0	1	1.0
Vestibule, Labyrinth	1	0	0.0	1	1.0
Veterinary Medicine	161	8	0.049689440993788817	153	0.9503105590062112
Veterinary Service, Military	1	0	0.0	1	1.0
Violence	5	0	0.0	5	1.0
Viral Vaccines	1	0	0.0	1	1.0
Virginia	4	0	0.0	4	1.0
Virology	42	3	0.07142857142857142	39	0.9285714285714286
Virulence	3	0	0.0	3	1.0
Virus Diseases	25	1	0.04	24	0.96
Virus Physiological Phenomena	2	0	0.0	2	1.0
Viruses	20	0	0.0	20	1.0
Vision Disorders	4	0	0.0	4	1.0
Vision, Binocular	3	0	0.0	3	1.0
Vision, Ocular	11	2	0.18181818181818185	9	0.8181818181818182
Visual Perception	1	0	0.0	1	1.0
Vital Statistics	33	6	0.18181818181818185	27	0.8181818181818182
Vitamin D	1	0	0.0	1	1.0
Vitamins	15	2	0.13333333333333333	13	0.8666666666666667
Vitreous Body	1	0	0.0	1	1.0
Vivisection	3	0	0.0	3	1.0
Vocational Education	1	0	0.0	1	1.0
Vocational Guidance	2	0	0.0	2	1.0
Voice	3	0	0.0	3	1.0
Voice Disorders	2	0	0.0	2	1.0
Wakefulness	2	0	0.0	2	1.0
Wales	1	0	0.0	1	1.0
Walking	1	0	0.0	1	1.0
Warfare	2	0	0.0	2	1.0
Washington	4	0	0.0	4	1.0
Waste Management	4	0	0.0	4	1.0
Waste Products	2	0	0.0	2	1.0
Water	1	0	0.0	1	1.0
Water Microbiology	5	0	0.0	5	1.0
Water Pollutants	2	0	0.0	2	1.0
Water Pollution	14	1	0.07142857142857142	13	0.9285714285714286
Water Supply	7	0	0.0	7	1.0
Weather	1	0	0.0	1	1.0
Weightlessness	1	0	0.0	1	1.0
Weights and Measures	1	1	1.0	0	0.0
Wisconsin	5	0	0.0	5	1.0
Women	6	0	0.0	6	1.0
Women's Health	24	0	0.0	24	1.0
Women's Health Services	2	0	0.0	2	1.0
Women's Rights	2	0	0.0	2	1.0
Workers' Compensation	1	0	0.0	1	1.0
World War II	3	0	0.0	3	1.0
Wound Healing	7	1	0.14285714285714285	6	0.8571428571428571
Wounds and Injuries	72	9	0.125	63	0.875
Writing	1	0	0.0	1	1.0
X-Rays	2	0	0.0	2	1.0
Yeasts	2	0	0.0	2	1.0
Yellow Fever	1	0	0.0	1	1.0
Yoga	1	1	1.0	0	0.0
Young Adult	1	0	0.0	1	1.0
Yugoslavia	3	0	0.0	3	1.0
Zebrafish	1	0	0.0	1	1.0
Zimbabwe	3	0	0.0	3	1.0
Zoology	33	2	0.060606060606060615	31	0.9393939393939394
Zoonoses	5	0	0.0	5	1.0
Zygote	1	0	0.0	1	1.0
alpha-Fetoproteins	2	0	0.0	2	1.0
